Code Domaine,Domaine,Code zone (FAO),Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Code source,Source,Unité,Valeur,Symbole,Description du Symbole,Note
"GT","Totaux des émissions","2","Afghanistan","7273","Émissions (CO2)","67292","Sols organiques drainés (CO2)","2017","2017","3050","FAO TIER 1","kilotonnes","0","E","Valeur estimée",""
"GT","Totaux des émissions","2","Afghanistan","7273","Émissions (CO2)","6994","On-farm energy use","2017","2017","3050","FAO TIER 1","kilotonnes","132.7927","E","Valeur estimée",""
"GT","Totaux des émissions","2","Afghanistan","7273","Émissions (CO2)","6751","Terres forestières","2017","2017","3050","FAO TIER 1","kilotonnes","154.6574","E","Valeur estimée",""
"GT","Totaux des émissions","2","Afghanistan","7273","Émissions (CO2)","6750","Conversion nette de forêt","2017","2017","3050","FAO TIER 1","kilotonnes","0","E","Valeur estimée",""
"GT","Totaux des émissions","2","Afghanistan","7273","Émissions (CO2)","6993","Feux de tourbières","2017","2017","3050","FAO TIER 1","kilotonnes","0","E","Valeur estimée",""
"GT","Totaux des émissions","2","Afghanistan","7273","Émissions (CO2)","6991","Évacuation des déchets des systèmes alimentaires","2017","2017","3050","FAO TIER 1","kilotonnes","36.8652","E","Valeur estimée",""
"GT","Totaux des émissions","2","Afghanistan","7273","Émissions (CO2)","6504","Fabrication d'engrais","2017","2017","3050","FAO TIER 1","kilotonnes","25.2837","E","Valeur estimée",""
"GT","Totaux des émissions","2","Afghanistan","7273","Émissions (CO2)","6510","Consommation d'électricité à la ferme","2017","2017","3050","FAO TIER 1","kilotonnes","37.6348","E","Valeur estimée",""
"GT","Totaux des émissions","2","Afghanistan","7273","Émissions (CO2)","6507","Transformation des aliments","2017","2017","3050","FAO TIER 1","kilotonnes","53.5748","E","Valeur estimée",""
"GT","Totaux des émissions","2","Afghanistan","7273","Émissions (CO2)","6506","Emballage alimentaire","2017","2017","3050","FAO TIER 1","kilotonnes","8.0683","E","Valeur estimée",""
"GT","Totaux des émissions","2","Afghanistan","7273","Émissions (CO2)","6508","Commerce de détail alimentaire","2017","2017","3050","FAO TIER 1","kilotonnes","13.9761","E","Valeur estimée",""
"GT","Totaux des émissions","2","Afghanistan","7273","Émissions (CO2)","6505","Consommation des ménages","2017","2017","3050","FAO TIER 1","kilotonnes","458.7671","E","Valeur estimée",""
"GT","Totaux des émissions","2","Afghanistan","7273","Émissions (CO2)","6815","Transporte des alimentaires","2017","2017","3050","FAO TIER 1","kilotonnes","233.265","E","Valeur estimée",""
"GT","Totaux des émissions","2","Afghanistan","7273","Émissions (CO2)","6821","Énergie","2017","2017","3050","FAO TIER 1","kilotonnes","7930","E","Valeur estimée",""
"GT","Totaux des émissions","2","Afghanistan","7273","Émissions (CO2)","6817","PIUP","2017","2017","3050","FAO TIER 1","kilotonnes","271","E","Valeur estimée",""
"GT","Totaux des émissions","202","Afrique du Sud","7273","Émissions (CO2)","67292","Sols organiques drainés (CO2)","2017","2017","3050","FAO TIER 1","kilotonnes","515.0563","E","Valeur estimée",""
"GT","Totaux des émissions","202","Afrique du Sud","7273","Émissions (CO2)","6994","On-farm energy use","2017","2017","3050","FAO TIER 1","kilotonnes","10385.6541","E","Valeur estimée",""
"GT","Totaux des émissions","202","Afrique du Sud","7273","Émissions (CO2)","6751","Terres forestières","2017","2017","3050","FAO TIER 1","kilotonnes","-500.136","E","Valeur estimée",""
"GT","Totaux des émissions","202","Afrique du Sud","7273","Émissions (CO2)","6750","Conversion nette de forêt","2017","2017","3050","FAO TIER 1","kilotonnes","6661.3213","E","Valeur estimée",""
"GT","Totaux des émissions","202","Afrique du Sud","7273","Émissions (CO2)","6993","Feux de tourbières","2017","2017","3050","FAO TIER 1","kilotonnes","0","E","Valeur estimée",""
"GT","Totaux des émissions","202","Afrique du Sud","7273","Émissions (CO2)","6991","Évacuation des déchets des systèmes alimentaires","2017","2017","3050","FAO TIER 1","kilotonnes","0","E","Valeur estimée",""
"GT","Totaux des émissions","202","Afrique du Sud","7273","Émissions (CO2)","6510","Consommation d'électricité à la ferme","2017","2017","3050","FAO TIER 1","kilotonnes","5247.7806","E","Valeur estimée",""
"GT","Totaux des émissions","202","Afrique du Sud","7273","Émissions (CO2)","6507","Transformation des aliments","2017","2017","3050","FAO TIER 1","kilotonnes","1068.3056","E","Valeur estimée",""
"GT","Totaux des émissions","202","Afrique du Sud","7273","Émissions (CO2)","6506","Emballage alimentaire","2017","2017","3050","FAO TIER 1","kilotonnes","2774.3281","E","Valeur estimée",""
"GT","Totaux des émissions","202","Afrique du Sud","7273","Émissions (CO2)","6508","Commerce de détail alimentaire","2017","2017","3050","FAO TIER 1","kilotonnes","5787.7631","E","Valeur estimée",""
"GT","Totaux des émissions","202","Afrique du Sud","7273","Émissions (CO2)","6505","Consommation des ménages","2017","2017","3050","FAO TIER 1","kilotonnes","18302.9399","E","Valeur estimée",""
"GT","Totaux des émissions","202","Afrique du Sud","7273","Émissions (CO2)","6815","Transporte des alimentaires","2017","2017","3050","FAO TIER 1","kilotonnes","5690.0121","E","Valeur estimée",""
"GT","Totaux des émissions","202","Afrique du Sud","7273","Émissions (CO2)","6821","Énergie","2017","2017","3050","FAO TIER 1","kilotonnes","504000","E","Valeur estimée",""
"GT","Totaux des émissions","202","Afrique du Sud","7273","Émissions (CO2)","6817","PIUP","2017","2017","3050","FAO TIER 1","kilotonnes","18000","E","Valeur estimée",""
"GT","Totaux des émissions","3","Albanie","7273","Émissions (CO2)","67292","Sols organiques drainés (CO2)","2017","2017","3050","FAO TIER 1","kilotonnes","108.8931","E","Valeur estimée",""
"GT","Totaux des émissions","3","Albanie","7273","Émissions (CO2)","6994","On-farm energy use","2017","2017","3050","FAO TIER 1","kilotonnes","309.3101","E","Valeur estimée",""
"GT","Totaux des émissions","3","Albanie","7273","Émissions (CO2)","6751","Terres forestières","2017","2017","3050","FAO TIER 1","kilotonnes","-352.0139","E","Valeur estimée",""
"GT","Totaux des émissions","3","Albanie","7273","Émissions (CO2)","6750","Conversion nette de forêt","2017","2017","3050","FAO TIER 1","kilotonnes","0","E","Valeur estimée",""
"GT","Totaux des émissions","3","Albanie","7273","Émissions (CO2)","6993","Feux de tourbières","2017","2017","3050","FAO TIER 1","kilotonnes","0","E","Valeur estimée",""
"GT","Totaux des émissions","3","Albanie","7273","Émissions (CO2)","6991","Évacuation des déchets des systèmes alimentaires","2017","2017","3050","FAO TIER 1","kilotonnes","31.8984","E","Valeur estimée",""
"GT","Totaux des émissions","3","Albanie","7273","Émissions (CO2)","6504","Fabrication d'engrais","2017","2017","3050","FAO TIER 1","kilotonnes","0","E","Valeur estimée",""
"GT","Totaux des émissions","3","Albanie","7273","Émissions (CO2)","6510","Consommation d'électricité à la ferme","2017","2017","3050","FAO TIER 1","kilotonnes","1.2025","E","Valeur estimée",""
"GT","Totaux des émissions","3","Albanie","7273","Émissions (CO2)","6507","Transformation des aliments","2017","2017","3050","FAO TIER 1","kilotonnes","83.0238","E","Valeur estimée",""
"GT","Totaux des émissions","3","Albanie","7273","Émissions (CO2)","6506","Emballage alimentaire","2017","2017","3050","FAO TIER 1","kilotonnes","25.2409","E","Valeur estimée",""
"GT","Totaux des émissions","3","Albanie","7273","Émissions (CO2)","6508","Commerce de détail alimentaire","2017","2017","3050","FAO TIER 1","kilotonnes","21.064","E","Valeur estimée",""
"GT","Totaux des émissions","3","Albanie","7273","Émissions (CO2)","6505","Consommation des ménages","2017","2017","3050","FAO TIER 1","kilotonnes","136.5224","E","Valeur estimée",""
"GT","Totaux des émissions","3","Albanie","7273","Émissions (CO2)","6815","Transporte des alimentaires","2017","2017","3050","FAO TIER 1","kilotonnes","249.6215","E","Valeur estimée",""
"GT","Totaux des émissions","3","Albanie","7273","Émissions (CO2)","6821","Énergie","2017","2017","3050","FAO TIER 1","kilotonnes","4660","E","Valeur estimée",""
"GT","Totaux des émissions","3","Albanie","7273","Émissions (CO2)","6817","PIUP","2017","2017","3050","FAO TIER 1","kilotonnes","1150","E","Valeur estimée",""
"GT","Totaux des émissions","3","Albanie","7273","Émissions (CO2)","6818","Déchets","2017","2017","3050","FAO TIER 1","kilotonnes","2.64","E","Valeur estimée",""
"GT","Totaux des émissions","3","Albanie","7273","Émissions (CO2)","6819","Autre","2017","2017","3050","FAO TIER 1","kilotonnes","0","E","Valeur estimée",""
"GT","Totaux des émissions","4","Algérie","7273","Émissions (CO2)","67292","Sols organiques drainés (CO2)","2017","2017","3050","FAO TIER 1","kilotonnes","0","E","Valeur estimée",""
"GT","Totaux des émissions","4","Algérie","7273","Émissions (CO2)","6994","On-farm energy use","2017","2017","3050","FAO TIER 1","kilotonnes","387.1334","E","Valeur estimée",""
"GT","Totaux des émissions","4","Algérie","7273","Émissions (CO2)","6751","Terres forestières","2017","2017","3050","FAO TIER 1","kilotonnes","-440.7773","E","Valeur estimée",""
"GT","Totaux des émissions","4","Algérie","7273","Émissions (CO2)","6750","Conversion nette de forêt","2017","2017","3050","FAO TIER 1","kilotonnes","637.8973","E","Valeur estimée",""
"GT","Totaux des émissions","4","Algérie","7273","Émissions (CO2)","6993","Feux de tourbières","2017","2017","3050","FAO TIER 1","kilotonnes","0","E","Valeur estimée",""
"GT","Totaux des émissions","4","Algérie","7273","Émissions (CO2)","6991","Évacuation des déchets des systèmes alimentaires","2017","2017","3050","FAO TIER 1","kilotonnes","0","E","Valeur estimée",""
"GT","Totaux des émissions","4","Algérie","7273","Émissions (CO2)","6504","Fabrication d'engrais","2017","2017","3050","FAO TIER 1","kilotonnes","2991.647","E","Valeur estimée",""
"GT","Totaux des émissions","4","Algérie","7273","Émissions (CO2)","6510","Consommation d'électricité à la ferme","2017","2017","3050","FAO TIER 1","kilotonnes","893.7959","E","Valeur estimée",""
"GT","Totaux des émissions","4","Algérie","7273","Émissions (CO2)","6507","Transformation des aliments","2017","2017","3050","FAO TIER 1","kilotonnes","2421.9485","E","Valeur estimée",""
"GT","Totaux des émissions","4","Algérie","7273","Émissions (CO2)","6506","Emballage alimentaire","2017","2017","3050","FAO TIER 1","kilotonnes","1341.8818","E","Valeur estimée",""
"GT","Totaux des émissions","4","Algérie","7273","Émissions (CO2)","6508","Commerce de détail alimentaire","2017","2017","3050","FAO TIER 1","kilotonnes","0","E","Valeur estimée",""
"GT","Totaux des émissions","4","Algérie","7273","Émissions (CO2)","6505","Consommation des ménages","2017","2017","3050","FAO TIER 1","kilotonnes","13938.4037","E","Valeur estimée",""
"GT","Totaux des émissions","4","Algérie","7273","Émissions (CO2)","6815","Transporte des alimentaires","2017","2017","3050","FAO TIER 1","kilotonnes","4713.795","E","Valeur estimée",""
"GT","Totaux des émissions","4","Algérie","7273","Émissions (CO2)","6821","Énergie","2017","2017","3050","FAO TIER 1","kilotonnes","157000","E","Valeur estimée",""
"GT","Totaux des émissions","4","Algérie","7273","Émissions (CO2)","6817","PIUP","2017","2017","3050","FAO TIER 1","kilotonnes","14100","E","Valeur estimée",""
"GT","Totaux des émissions","4","Algérie","7273","Émissions (CO2)","6818","Déchets","2017","2017","3050","FAO TIER 1","kilotonnes","2.06","E","Valeur estimée",""
"GT","Totaux des émissions","79","Allemagne","7273","Émissions (CO2)","67292","Sols organiques drainés (CO2)","2017","2017","3050","FAO TIER 1","kilotonnes","27614.6473","E","Valeur estimée",""
"GT","Totaux des émissions","79","Allemagne","7273","Émissions (CO2)","6994","On-farm energy use","2017","2017","3050","FAO TIER 1","kilotonnes","7951.5832","E","Valeur estimée",""
"GT","Totaux des émissions","79","Allemagne","7273","Émissions (CO2)","6751","Terres forestières","2017","2017","3050","FAO TIER 1","kilotonnes","-39106.2687","E","Valeur estimée",""
"GT","Totaux des émissions","79","Allemagne","7273","Émissions (CO2)","6750","Conversion nette de forêt","2017","2017","3050","FAO TIER 1","kilotonnes","0","E","Valeur estimée",""
"GT","Totaux des émissions","79","Allemagne","7273","Émissions (CO2)","6993","Feux de tourbières","2017","2017","3050","FAO TIER 1","kilotonnes","0","E","Valeur estimée",""
"GT","Totaux des émissions","79","Allemagne","7273","Émissions (CO2)","6991","Évacuation des déchets des systèmes alimentaires","2017","2017","3050","FAO TIER 1","kilotonnes","1820.0726","E","Valeur estimée",""
"GT","Totaux des émissions","79","Allemagne","7273","Émissions (CO2)","6504","Fabrication d'engrais","2017","2017","3050","FAO TIER 1","kilotonnes","1410.0152","E","Valeur estimée",""
"GT","Totaux des émissions","79","Allemagne","7273","Émissions (CO2)","6510","Consommation d'électricité à la ferme","2017","2017","3050","FAO TIER 1","kilotonnes","3091.1122","E","Valeur estimée",""
"GT","Totaux des émissions","79","Allemagne","7273","Émissions (CO2)","6507","Transformation des aliments","2017","2017","3050","FAO TIER 1","kilotonnes","21383.1042","E","Valeur estimée",""
"GT","Totaux des émissions","79","Allemagne","7273","Émissions (CO2)","6506","Emballage alimentaire","2017","2017","3050","FAO TIER 1","kilotonnes","9091.2047","E","Valeur estimée",""
"GT","Totaux des émissions","79","Allemagne","7273","Émissions (CO2)","6508","Commerce de détail alimentaire","2017","2017","3050","FAO TIER 1","kilotonnes","15173.4053","E","Valeur estimée",""
"GT","Totaux des émissions","79","Allemagne","7273","Émissions (CO2)","6505","Consommation des ménages","2017","2017","3050","FAO TIER 1","kilotonnes","20359.7625","E","Valeur estimée",""
"GT","Totaux des émissions","79","Allemagne","7273","Émissions (CO2)","6815","Transporte des alimentaires","2017","2017","3050","FAO TIER 1","kilotonnes","12435.92","E","Valeur estimée",""
"GT","Totaux des émissions","79","Allemagne","7273","Émissions (CO2)","6821","Énergie","2017","2017","3050","FAO TIER 1","kilotonnes","710000","E","Valeur estimée",""
"GT","Totaux des émissions","79","Allemagne","7273","Émissions (CO2)","6817","PIUP","2017","2017","3050","FAO TIER 1","kilotonnes","45700","E","Valeur estimée",""
"GT","Totaux des émissions","79","Allemagne","7273","Émissions (CO2)","6818","Déchets","2017","2017","3050","FAO TIER 1","kilotonnes","164","E","Valeur estimée",""
"GT","Totaux des émissions","6","Andorre","7273","Émissions (CO2)","67292","Sols organiques drainés (CO2)","2017","2017","3050","FAO TIER 1","kilotonnes","0","E","Valeur estimée",""
"GT","Totaux des émissions","6","Andorre","7273","Émissions (CO2)","6994","On-farm energy use","2017","2017","3050","FAO TIER 1","kilotonnes","19.7597","E","Valeur estimée",""
"GT","Totaux des émissions","6","Andorre","7273","Émissions (CO2)","6751","Terres forestières","2017","2017","3050","FAO TIER 1","kilotonnes","0","E","Valeur estimée",""
"GT","Totaux des émissions","6","Andorre","7273","Émissions (CO2)","6750","Conversion nette de forêt","2017","2017","3050","FAO TIER 1","kilotonnes","0","E","Valeur estimée",""
"GT","Totaux des émissions","6","Andorre","7273","Émissions (CO2)","6993","Feux de tourbières","2017","2017","3050","FAO TIER 1","kilotonnes","0","E","Valeur estimée",""
"GT","Totaux des émissions","6","Andorre","7273","Émissions (CO2)","6991","Évacuation des déchets des systèmes alimentaires","2017","2017","3050","FAO TIER 1","kilotonnes","2.2073","E","Valeur estimée",""
"GT","Totaux des émissions","6","Andorre","7273","Émissions (CO2)","6510","Consommation d'électricité à la ferme","2017","2017","3050","FAO TIER 1","kilotonnes","0","E","Valeur estimée",""
"GT","Totaux des émissions","6","Andorre","7273","Émissions (CO2)","6821","Énergie","2017","2017","3050","FAO TIER 1","kilotonnes","468","E","Valeur estimée",""
"GT","Totaux des émissions","6","Andorre","7273","Émissions (CO2)","6817","PIUP","2017","2017","3050","FAO TIER 1","kilotonnes","17.9","E","Valeur estimée",""
"GT","Totaux des émissions","6","Andorre","7273","Émissions (CO2)","6818","Déchets","2017","2017","3050","FAO TIER 1","kilotonnes","2.35","E","Valeur estimée",""
"GT","Totaux des émissions","7","Angola","7273","Émissions (CO2)","67292","Sols organiques drainés (CO2)","2017","2017","3050","FAO TIER 1","kilotonnes","331.6273","E","Valeur estimée",""
"GT","Totaux des émissions","7","Angola","7273","Émissions (CO2)","6994","On-farm energy use","2017","2017","3050","FAO TIER 1","kilotonnes","173.4847","E","Valeur estimée",""
"GT","Totaux des émissions","7","Angola","7273","Émissions (CO2)","6751","Terres forestières","2017","2017","3050","FAO TIER 1","kilotonnes","0","E","Valeur estimée",""
"GT","Totaux des émissions","7","Angola","7273","Émissions (CO2)","6750","Conversion nette de forêt","2017","2017","3050","FAO TIER 1","kilotonnes","35168.7283","E","Valeur estimée",""
"GT","Totaux des émissions","7","Angola","7273","Émissions (CO2)","6993","Feux de tourbières","2017","2017","3050","FAO TIER 1","kilotonnes","0","E","Valeur estimée",""
"GT","Totaux des émissions","7","Angola","7273","Émissions (CO2)","6991","Évacuation des déchets des systèmes alimentaires","2017","2017","3050","FAO TIER 1","kilotonnes","0","E","Valeur estimée",""
"GT","Totaux des émissions","7","Angola","7273","Émissions (CO2)","6510","Consommation d'électricité à la ferme","2017","2017","3050","FAO TIER 1","kilotonnes","0","E","Valeur estimée",""
"GT","Totaux des émissions","7","Angola","7273","Émissions (CO2)","6507","Transformation des aliments","2017","2017","3050","FAO TIER 1","kilotonnes","135.6071","E","Valeur estimée",""
"GT","Totaux des émissions","7","Angola","7273","Émissions (CO2)","6506","Emballage alimentaire","2017","2017","3050","FAO TIER 1","kilotonnes","220.0173","E","Valeur estimée",""
"GT","Totaux des émissions","7","Angola","7273","Émissions (CO2)","6508","Commerce de détail alimentaire","2017","2017","3050","FAO TIER 1","kilotonnes","358.5519","E","Valeur estimée",""
"GT","Totaux des émissions","7","Angola","7273","Émissions (CO2)","6505","Consommation des ménages","2017","2017","3050","FAO TIER 1","kilotonnes","912.1148","E","Valeur estimée",""
"GT","Totaux des émissions","7","Angola","7273","Émissions (CO2)","6815","Transporte des alimentaires","2017","2017","3050","FAO TIER 1","kilotonnes","723.954","E","Valeur estimée",""
"GT","Totaux des émissions","7","Angola","7273","Émissions (CO2)","6821","Énergie","2017","2017","3050","FAO TIER 1","kilotonnes","29400","E","Valeur estimée",""
"GT","Totaux des émissions","7","Angola","7273","Émissions (CO2)","6817","PIUP","2017","2017","3050","FAO TIER 1","kilotonnes","1060","E","Valeur estimée",""
"GT","Totaux des émissions","258","Anguilla","7273","Émissions (CO2)","67292","Sols organiques drainés (CO2)","2017","2017","3050","FAO TIER 1","kilotonnes","0","E","Valeur estimée",""
"GT","Totaux des émissions","258","Anguilla","7273","Émissions (CO2)","6994","On-farm energy use","2017","2017","3050","FAO TIER 1","kilotonnes","3.3825","E","Valeur estimée",""
"GT","Totaux des émissions","258","Anguilla","7273","Émissions (CO2)","6993","Feux de tourbières","2017","2017","3050","FAO TIER 1","kilotonnes","0","E","Valeur estimée",""
"GT","Totaux des émissions","258","Anguilla","7273","Émissions (CO2)","6510","Consommation d'électricité à la ferme","2017","2017","3050","FAO TIER 1","kilotonnes","0","E","Valeur estimée",""
"GT","Totaux des émissions","258","Anguilla","7273","Émissions (CO2)","6507","Transformation des aliments","2017","2017","3050","FAO TIER 1","kilotonnes","4.0098","E","Valeur estimée",""
"GT","Totaux des émissions","258","Anguilla","7273","Émissions (CO2)","6506","Emballage alimentaire","2017","2017","3050","FAO TIER 1","kilotonnes","0.0466","E","Valeur estimée",""
"GT","Totaux des émissions","258","Anguilla","7273","Émissions (CO2)","6508","Commerce de détail alimentaire","2017","2017","3050","FAO TIER 1","kilotonnes","5.2903","E","Valeur estimée",""
"GT","Totaux des émissions","258","Anguilla","7273","Émissions (CO2)","6505","Consommation des ménages","2017","2017","3050","FAO TIER 1","kilotonnes","11.5172","E","Valeur estimée",""
"GT","Totaux des émissions","258","Anguilla","7273","Émissions (CO2)","6815","Transporte des alimentaires","2017","2017","3050","FAO TIER 1","kilotonnes","2.937","E","Valeur estimée",""
"GT","Totaux des émissions","258","Anguilla","7273","Émissions (CO2)","6821","Énergie","2017","2017","3050","FAO TIER 1","kilotonnes","143","E","Valeur estimée",""
"GT","Totaux des émissions","258","Anguilla","7273","Émissions (CO2)","6817","PIUP","2017","2017","3050","FAO TIER 1","kilotonnes","0","E","Valeur estimée",""
"GT","Totaux des émissions","8","Antigua-et-Barbuda","7273","Émissions (CO2)","67292","Sols organiques drainés (CO2)","2017","2017","3050","FAO TIER 1","kilotonnes","0","E","Valeur estimée",""
"GT","Totaux des émissions","8","Antigua-et-Barbuda","7273","Émissions (CO2)","6994","On-farm energy use","2017","2017","3050","FAO TIER 1","kilotonnes","3.1309","E","Valeur estimée",""
"GT","Totaux des émissions","8","Antigua-et-Barbuda","7273","Émissions (CO2)","6993","Feux de tourbières","2017","2017","3050","FAO TIER 1","kilotonnes","0","E","Valeur estimée",""
"GT","Totaux des émissions","8","Antigua-et-Barbuda","7273","Émissions (CO2)","6991","Évacuation des déchets des systèmes alimentaires","2017","2017","3050","FAO TIER 1","kilotonnes","4.3464","E","Valeur estimée",""
"GT","Totaux des émissions","8","Antigua-et-Barbuda","7273","Émissions (CO2)","6510","Consommation d'électricité à la ferme","2017","2017","3050","FAO TIER 1","kilotonnes","0","E","Valeur estimée",""
"GT","Totaux des émissions","8","Antigua-et-Barbuda","7273","Émissions (CO2)","6507","Transformation des aliments","2017","2017","3050","FAO TIER 1","kilotonnes","13.9921","E","Valeur estimée",""
"GT","Totaux des émissions","8","Antigua-et-Barbuda","7273","Émissions (CO2)","6506","Emballage alimentaire","2017","2017","3050","FAO TIER 1","kilotonnes","0.1637","E","Valeur estimée",""
"GT","Totaux des émissions","8","Antigua-et-Barbuda","7273","Émissions (CO2)","6508","Commerce de détail alimentaire","2017","2017","3050","FAO TIER 1","kilotonnes","15.6253","E","Valeur estimée",""
"GT","Totaux des émissions","8","Antigua-et-Barbuda","7273","Émissions (CO2)","6505","Consommation des ménages","2017","2017","3050","FAO TIER 1","kilotonnes","22.5815","E","Valeur estimée",""
"GT","Totaux des émissions","8","Antigua-et-Barbuda","7273","Émissions (CO2)","6815","Transporte des alimentaires","2017","2017","3050","FAO TIER 1","kilotonnes","22.2438","E","Valeur estimée",""
"GT","Totaux des émissions","8","Antigua-et-Barbuda","7273","Émissions (CO2)","6821","Énergie","2017","2017","3050","FAO TIER 1","kilotonnes","500","E","Valeur estimée",""
"GT","Totaux des émissions","8","Antigua-et-Barbuda","7273","Émissions (CO2)","6817","PIUP","2017","2017","3050","FAO TIER 1","kilotonnes","3.13","E","Valeur estimée",""
"GT","Totaux des émissions","151","Antilles néerlandaises (ex)","7273","Émissions (CO2)","67292","Sols organiques drainés (CO2)","2017","2017","3050","FAO TIER 1","kilotonnes","0","E","Valeur estimée",""
"GT","Totaux des émissions","151","Antilles néerlandaises (ex)","7273","Émissions (CO2)","6751","Terres forestières","2017","2017","3050","FAO TIER 1","kilotonnes","-0.1076","E","Valeur estimée",""
"GT","Totaux des émissions","151","Antilles néerlandaises (ex)","7273","Émissions (CO2)","6750","Conversion nette de forêt","2017","2017","3050","FAO TIER 1","kilotonnes","0","E","Valeur estimée",""
"GT","Totaux des émissions","151","Antilles néerlandaises (ex)","7273","Émissions (CO2)","6993","Feux de tourbières","2017","2017","3050","FAO TIER 1","kilotonnes","0","E","Valeur estimée",""
"GT","Totaux des émissions","151","Antilles néerlandaises (ex)","7273","Émissions (CO2)","6821","Énergie","2017","2017","3050","FAO TIER 1","kilotonnes","6290","E","Valeur estimée",""
"GT","Totaux des émissions","151","Antilles néerlandaises (ex)","7273","Émissions (CO2)","6817","PIUP","2017","2017","3050","FAO TIER 1","kilotonnes","39.6","E","Valeur estimée",""
"GT","Totaux des émissions","194","Arabie saoudite","7273","Émissions (CO2)","67292","Sols organiques drainés (CO2)","2017","2017","3050","FAO TIER 1","kilotonnes","0","E","Valeur estimée",""
"GT","Totaux des émissions","194","Arabie saoudite","7273","Émissions (CO2)","6994","On-farm energy use","2017","2017","3050","FAO TIER 1","kilotonnes","11245.536","E","Valeur estimée",""
"GT","Totaux des émissions","194","Arabie saoudite","7273","Émissions (CO2)","6751","Terres forestières","2017","2017","3050","FAO TIER 1","kilotonnes","0","E","Valeur estimée",""
"GT","Totaux des émissions","194","Arabie saoudite","7273","Émissions (CO2)","6750","Conversion nette de forêt","2017","2017","3050","FAO TIER 1","kilotonnes","0","E","Valeur estimée",""
"GT","Totaux des émissions","194","Arabie saoudite","7273","Émissions (CO2)","6993","Feux de tourbières","2017","2017","3050","FAO TIER 1","kilotonnes","0","E","Valeur estimée",""
"GT","Totaux des émissions","194","Arabie saoudite","7273","Émissions (CO2)","6991","Évacuation des déchets des systèmes alimentaires","2017","2017","3050","FAO TIER 1","kilotonnes","90.7706","E","Valeur estimée",""
"GT","Totaux des émissions","194","Arabie saoudite","7273","Émissions (CO2)","6504","Fabrication d'engrais","2017","2017","3050","FAO TIER 1","kilotonnes","9316.6822","E","Valeur estimée",""
"GT","Totaux des émissions","194","Arabie saoudite","7273","Émissions (CO2)","6510","Consommation d'électricité à la ferme","2017","2017","3050","FAO TIER 1","kilotonnes","3350.4097","E","Valeur estimée",""
"GT","Totaux des émissions","194","Arabie saoudite","7273","Émissions (CO2)","6507","Transformation des aliments","2017","2017","3050","FAO TIER 1","kilotonnes","11927.3629","E","Valeur estimée",""
"GT","Totaux des émissions","194","Arabie saoudite","7273","Émissions (CO2)","6506","Emballage alimentaire","2017","2017","3050","FAO TIER 1","kilotonnes","1120.6615","E","Valeur estimée",""
"GT","Totaux des émissions","194","Arabie saoudite","7273","Émissions (CO2)","6508","Commerce de détail alimentaire","2017","2017","3050","FAO TIER 1","kilotonnes","7109.7277","E","Valeur estimée",""
"GT","Totaux des émissions","194","Arabie saoudite","7273","Émissions (CO2)","6505","Consommation des ménages","2017","2017","3050","FAO TIER 1","kilotonnes","13318.2447","E","Valeur estimée",""
"GT","Totaux des émissions","194","Arabie saoudite","7273","Émissions (CO2)","6815","Transporte des alimentaires","2017","2017","3050","FAO TIER 1","kilotonnes","13325.65","E","Valeur estimée",""
"GT","Totaux des émissions","194","Arabie saoudite","7273","Émissions (CO2)","6821","Énergie","2017","2017","3050","FAO TIER 1","kilotonnes","562000","E","Valeur estimée",""
"GT","Totaux des émissions","194","Arabie saoudite","7273","Émissions (CO2)","6817","PIUP","2017","2017","3050","FAO TIER 1","kilotonnes","79100","E","Valeur estimée",""
"GT","Totaux des émissions","9","Argentine","7273","Émissions (CO2)","67292","Sols organiques drainés (CO2)","2017","2017","3050","FAO TIER 1","kilotonnes","5224.2033","E","Valeur estimée",""
"GT","Totaux des émissions","9","Argentine","7273","Émissions (CO2)","6994","On-farm energy use","2017","2017","3050","FAO TIER 1","kilotonnes","12897.4086","E","Valeur estimée",""
"GT","Totaux des émissions","9","Argentine","7273","Émissions (CO2)","6751","Terres forestières","2017","2017","3050","FAO TIER 1","kilotonnes","-27952.2907","E","Valeur estimée",""
"GT","Totaux des émissions","9","Argentine","7273","Émissions (CO2)","6750","Conversion nette de forêt","2017","2017","3050","FAO TIER 1","kilotonnes","54702.45","E","Valeur estimée",""
"GT","Totaux des émissions","9","Argentine","7273","Émissions (CO2)","6993","Feux de tourbières","2017","2017","3050","FAO TIER 1","kilotonnes","0","E","Valeur estimée",""
"GT","Totaux des émissions","9","Argentine","7273","Émissions (CO2)","6991","Évacuation des déchets des systèmes alimentaires","2017","2017","3050","FAO TIER 1","kilotonnes","3.9743","E","Valeur estimée",""
"GT","Totaux des émissions","9","Argentine","7273","Émissions (CO2)","6504","Fabrication d'engrais","2017","2017","3050","FAO TIER 1","kilotonnes","1108.5953","E","Valeur estimée",""
"GT","Totaux des émissions","9","Argentine","7273","Émissions (CO2)","6510","Consommation d'électricité à la ferme","2017","2017","3050","FAO TIER 1","kilotonnes","326.3167","E","Valeur estimée",""
"GT","Totaux des émissions","9","Argentine","7273","Émissions (CO2)","6507","Transformation des aliments","2017","2017","3050","FAO TIER 1","kilotonnes","3795.165","E","Valeur estimée",""
